filepath,transcription_clean
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013048/myst_013048_2014-04-30_12-23-14_LS_2.1/myst_013048_2014-04-30_12-23-14_LS_2.1_062.wav,um by animals that make their own food
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013011/myst_013011_2014-05-22_12-20-30_LS_3.3/myst_013011_2014-05-22_12-20-30_LS_3.3_024.wav,by breathing and the lungs
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002294/myst_002294_2015-03-10_11-56-35_LS_1.1/myst_002294_2015-03-10_11-56-35_LS_1.1_002.wav,what she said
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007240/myst_007240_2014-11-19_10-58-29_MX_3.1/myst_007240_2014-11-19_10-58-29_MX_3.1_004.wav,it's clear
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014022/myst_014022_2014-01-13_14-03-06_MX_2.1/myst_014022_2014-01-13_14-03-06_MX_2.1_015.wav,one is more dilute and one is more concentrate
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990042/myst_990042_2008-30-04_00-00-00_MS_1.3/myst_990042_2008-30-04_00-00-00_MS_1.3_050.wav,i don't really know i don't remember
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002267/myst_002267_2015-04-21_08-04-18_LS_3.1/myst_002267_2015-04-21_08-04-18_LS_3.1_005.wav,this is a palmate leaf because all the veins are going out and out and out just like a hand
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013021/myst_013021_2014-04-22_13-58-20_LS_1.3/myst_013021_2014-04-22_13-58-20_LS_1.3_018.wav,we've been learning about ecosystem living
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990042/myst_990042_2008-14-05_00-00-00_MS_4.1/myst_990042_2008-14-05_00-00-00_MS_4.1_116.wav,yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002122/myst_002122_2014-02-28_13-19-06_LS_1.1/myst_002122_2014-02-28_13-19-06_LS_1.1_026.wav,they have to do with like the subsystems of the earth
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995734/myst_995734_2011-23-02_00-00-00_ME_3.1/myst_995734_2011-23-02_00-00-00_ME_3.1_016.wav,marnie you asked me that question in a different way like a minute ago
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014020/myst_014020_2013-12-12_12-52-58_MX_1.1/myst_014020_2013-12-12_12-52-58_MX_1.1_028.wav,not these
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013013/myst_013013_2014-05-28_09-28-08_LS_4.2/myst_013013_2014-05-28_09-28-08_LS_4.2_007.wav,one is looking one is making stinky smells and one is
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/018210/myst_018210_2014-11-04_08-56-02_LS_2.3/myst_018210_2014-11-04_08-56-02_LS_2.3_008.wav,they that they are very
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002113/myst_002113_2014-04-18_11-41-54_LS_3.3/myst_002113_2014-04-18_11-41-54_LS_3.3_018.wav,that would probably be oxygen
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993766/myst_993766_2011-04-03_00-00-00_VB_3.4/myst_993766_2011-04-03_00-00-00_VB_3.4_021.wav,i don't understand
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004027/myst_004027_2013-12-03_09-50-32_EE_1.4/myst_004027_2013-12-03_09-50-32_EE_1.4_007.wav,i think the candle is burning because the wick is burning i noticed it's a <unk>
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013018/myst_013018_2014-05-28_11-17-35_LS_4.1/myst_013018_2014-05-28_11-17-35_LS_4.1_010.wav,no
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993207/myst_993207_2008-02-10_00-00-00_VB_1.3/myst_993207_2008-02-10_00-00-00_VB_1.3_076.wav,yeah because the only thing that changed how many times it swung was the length that's the only thing
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/008051/myst_008051_2014-04-17_10-57-20_EE_2.3/myst_008051_2014-04-17_10-57-20_EE_2.3_016.wav,the four types of work because um it's a first because um ah there getting energy has and then the light bulb
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/008064/myst_008064_2014-05-01_08-57-21_EE_4.2/myst_008064_2014-05-01_08-57-21_EE_4.2_028.wav,i
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996431/myst_996431_2009-04-09_00-00-00_VB_1.2/myst_996431_2009-04-09_00-00-00_VB_1.2_002.wav,good
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013064/myst_013064_2013-12-05_12-56-30_EE_1.4/myst_013064_2013-12-05_12-56-30_EE_1.4_022.wav,well it's better than gasoline but it will also make energy
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013021/myst_013021_2014-04-23_14-02-37_LS_2.1/myst_013021_2014-04-23_14-02-37_LS_2.1_050.wav,this plant has all the resources it needs
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007204/myst_007204_2014-10-13_08-18-04_MX_2.2/myst_007204_2014-10-13_08-18-04_MX_2.2_004.wav,yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007240/myst_007240_2015-04-16_13-43-48_LS_3.3/myst_007240_2015-04-16_13-43-48_LS_3.3_016.wav,letter u
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013011/myst_013011_2014-05-23_13-31-53_LS_4.1/myst_013011_2014-05-23_13-31-53_LS_4.1_003.wav,about the nervous system
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002118/myst_002118_2014-02-28_12-59-04_LS_1.1/myst_002118_2014-02-28_12-59-04_LS_1.1_006.wav,i think there are many parts of the engine that are moving causing the car to go forward or accelerate it so that it can move and won't stop unless you push the brake
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007081/myst_007081_2014-02-04_13-15-58_EE_1.1/myst_007081_2014-02-04_13-15-58_EE_1.1_030.wav,if focus by the battery in the battery release it's all it's energy just light of the light bulb and a make it work but if it doesn't work then the light bulb is out of power
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007232/myst_007232_2014-11-21_10-50-01_MX_4.2/myst_007232_2014-11-21_10-50-01_MX_4.2_018.wav,it's a product
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990080/myst_990080_2008-14-05_00-00-00_MS_4.1/myst_990080_2008-14-05_00-00-00_MS_4.1_088.wav,twenty degrees celsius
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995737/myst_995737_2011-10-02_00-00-00_ME_1.4/myst_995737_2011-10-02_00-00-00_ME_1.4_009.wav,i can't click it to see the uh magnet
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990050/myst_990050_2008-23-04_00-00-00_MS_1.2/myst_990050_2008-23-04_00-00-00_MS_1.2_078.wav,yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995523/myst_995523_2010-11-03_00-00-00_ME_4.2/myst_995523_2010-11-03_00-00-00_ME_4.2_035.wav,elp
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013030/myst_013030_2014-05-22_12-36-27_LS_3.3/myst_013030_2014-05-22_12-36-27_LS_3.3_022.wav,the lungs make us breathe
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013046/myst_013046_2014-04-30_12-43-26_LS_2.1/myst_013046_2014-04-30_12-43-26_LS_2.1_053.wav,like it hasn't been that it has a sunburn
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004023/myst_004023_2013-11-19_09-40-16_EE_1.2/myst_004023_2013-11-19_09-40-16_EE_1.2_018.wav,solar panel is collecting the solar power which powers the motor who is which is going in a spin which connects to the motor and spins it
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990022/myst_990022_2008-01-05_00-00-00_MS_2.3/myst_990022_2008-01-05_00-00-00_MS_2.3_096.wav,okay
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997231/myst_997231_2008-13-11_00-00-00_ME_1.1/myst_997231_2008-13-11_00-00-00_ME_1.1_013.wav,attracting is when the magnets come together
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997250/myst_997250_2008-15-12_00-00-00_ME_3.1/myst_997250_2008-15-12_00-00-00_ME_3.1_054.wav,the wires have to be connecting to all the other things
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995738/myst_995738_2011-11-02_00-00-00_ME_2.1/myst_995738_2011-11-02_00-00-00_ME_2.1_004.wav,um that the d cells are the main power source
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002303/myst_002303_2015-05-21_09-01-55_LS_4.2/myst_002303_2015-05-21_09-01-55_LS_4.2_025.wav,it's a learned
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007081/myst_007081_2014-02-11_12-11-00_EE_1.2/myst_007081_2014-02-11_12-11-00_EE_1.2_018.wav,if the flourish turning then it means that its collecting energy form the solar power to make it work
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995510/myst_995510_2010-11-03_00-00-00_ME_4.2/myst_995510_2010-11-03_00-00-00_ME_4.2_005.wav,metal what do you call the circle things metal rivets
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995002/myst_995002_2008-27-02_00-00-00_ME_3.1/myst_995002_2008-27-02_00-00-00_ME_3.1_017.wav,well when you don't hook it up right with the wires and the battery and the light bulbs
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012031/myst_012031_2014-02-18_10-45-04_SRL_1.2/myst_012031_2014-02-18_10-45-04_SRL_1.2_001.wav,good
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990080/myst_990080_2008-14-05_00-00-00_MS_4.1/myst_990080_2008-14-05_00-00-00_MS_4.1_080.wav,um we had a sheet of paper that ha sh showed a thermometer on it and we had to rou write down like like the highest on the thermometer we had to write like c for like thirty or something
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995737/myst_995737_2011-04-03_00-00-00_ME_4.2/myst_995737_2011-04-03_00-00-00_ME_4.2_013.wav,it um relates
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995312/myst_995312_2009-08-04_00-00-00_ME_3.3/myst_995312_2009-08-04_00-00-00_ME_3.3_008.wav,it's flowing the exact same way in a circle
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014018/myst_014018_2014-02-07_12-30-07_MX_4.1/myst_014018_2014-02-07_12-30-07_MX_4.1_018.wav,the atoms must be different
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002103/myst_002103_2014-02-28_12-57-16_LS_1.1/myst_002103_2014-02-28_12-57-16_LS_1.1_025.wav,i forgot to to ask you your name but what is your name my name is hayden
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013020/myst_013020_2013-12-04_14-01-42_EE_1.3/myst_013020_2013-12-04_14-01-42_EE_1.3_024.wav,that they are all metal for it to work
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013021/myst_013021_2014-04-22_14-12-25_LS_2.1/myst_013021_2014-04-22_14-12-25_LS_2.1_041.wav,they get their food from the soil
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990026/myst_990026_2008-12-05_00-00-00_MS_3.3/myst_990026_2008-12-05_00-00-00_MS_3.3_100.wav,sure
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/988448/myst_988448_2010-08-01_00-00-00_VB_2.1/myst_988448_2010-08-01_00-00-00_VB_2.1_008.wav,not all the boats can be exact
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013052/myst_013052_2014-04-16_08-32-28_LS_1.1/myst_013052_2014-04-16_08-32-28_LS_1.1_027.wav,they represent the different types of subsystems
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990352/myst_990352_2009-02-04_00-00-00_MS_1.2/myst_990352_2009-02-04_00-00-00_MS_1.2_039.wav,thank you
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004015/myst_004015_2013-12-03_10-16-01_EE_1.4/myst_004015_2013-12-03_10-16-01_EE_1.4_021.wav,the air gets dirty and it's not good
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012031/myst_012031_2014-03-21_10-40-30_SRL_4.1/myst_012031_2014-03-21_10-40-30_SRL_4.1_026.wav,i think water's renewable
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/008051/myst_008051_2014-04-10_10-24-39_EE_2.1/myst_008051_2014-04-10_10-24-39_EE_2.1_009.wav,which going end from the positive side and coming out to negative side and going in that two light bulbs
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996408/myst_996408_2009-21-09_00-00-00_VB_2.2/myst_996408_2009-21-09_00-00-00_VB_2.2_014.wav,um no
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990037/myst_990037_2008-01-05_00-00-00_MS_2.3/myst_990037_2008-01-05_00-00-00_MS_2.3_067.wav,yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013023/myst_013023_2013-12-05_13-55-22_EE_1.4/myst_013023_2013-12-05_13-55-22_EE_1.4_005.wav,it's moving because the heat from the fire is making the wick move
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990042/myst_990042_2008-30-04_00-00-00_MS_1.3/myst_990042_2008-30-04_00-00-00_MS_1.3_026.wav,yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996217/myst_996217_2008-13-11_00-00-00_MS_1.1/myst_996217_2008-13-11_00-00-00_MS_1.1_096.wav,hmm well we could measure how far we are together and then lay down from there and keep going from there
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013021/myst_013021_2014-05-22_12-24-20_LS_3.3/myst_013021_2014-05-22_12-24-20_LS_3.3_019.wav,it's about expelling the c o two carbon dioxide and taking in the oxygen
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007083/myst_007083_2014-02-05_12-26-52_EE_1.1/myst_007083_2014-02-05_12-26-52_EE_1.1_016.wav,this have a filament and it does have <unk> there is the light bulb
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990041/myst_990041_2008-23-04_00-00-00_MS_1.2/myst_990041_2008-23-04_00-00-00_MS_1.2_022.wav,ten
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/022220/myst_022220_2014-12-01_12-02-32_LS_1.1/myst_022220_2014-12-01_12-02-32_LS_1.1_004.wav,because they have different interacting parts
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002030/myst_002030_2014-03-04_11-42-02_LS_1.3/myst_002030_2014-03-04_11-42-02_LS_1.3_037.wav,they are um decomposers so they eat something that is um dying or is dead
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990501/myst_990501_2010-02-02_00-00-00_WA_2.1/myst_990501_2010-02-02_00-00-00_WA_2.1_026.wav,well if you cool down water it'll contract and get smaller and if you heat it up it'll get really um a lot bigger
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990045/myst_990045_2008-02-05_00-00-00_MS_2.2/myst_990045_2008-02-05_00-00-00_MS_2.2_156.wav,n mmm no
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007075/myst_007075_2014-03-18_08-43-48_EE_2.1/myst_007075_2014-03-18_08-43-48_EE_2.1_005.wav,pathway is for electricity to flow through to the light bulb
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995515/myst_995515_2010-10-03_00-00-00_ME_4.1/myst_995515_2010-10-03_00-00-00_ME_4.1_027.wav,electromagnets can pick up iron objects
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995741/myst_995741_2011-11-02_00-00-00_ME_2.1/myst_995741_2011-11-02_00-00-00_ME_2.1_026.wav,it's a circuit and power is flowing through wires and it's going onto the light bulb and it's lighting up
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013018/myst_013018_2013-11-14_13-50-12_EE_1.1/myst_013018_2013-11-14_13-50-12_EE_1.1_015.wav,means it means a receiver is like it receives electricity from the d cell and the wires and then it yeah it receives electricity from the wire from the d cell to the
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/018214/myst_018214_2014-11-06_09-25-59_LS_3.1/myst_018214_2014-11-06_09-25-59_LS_3.1_011.wav,they are called palmate
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004012/myst_004012_2014-02-03_09-32-26_EE_3.4/myst_004012_2014-02-03_09-32-26_EE_3.4_021.wav,makes force weaker
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990335/myst_990335_2009-20-04_00-00-00_MS_4.1/myst_990335_2009-20-04_00-00-00_MS_4.1_008.wav,of the heat and coldness
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990040/myst_990040_2008-15-05_00-00-00_MS_4.2/myst_990040_2008-15-05_00-00-00_MS_4.2_088.wav,no
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013059/myst_013059_2013-11-20_10-12-35_EE_1.2/myst_013059_2013-11-20_10-12-35_EE_1.2_015.wav,the sun has to be shining on the um on the solar panel
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004016/myst_004016_2013-11-19_09-28-58_EE_1.2/myst_004016_2013-11-19_09-28-58_EE_1.2_002.wav,i'm great how are you
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012001/myst_012001_2013-11-05_14-47-21_MX_1.1/myst_012001_2013-11-05_14-47-21_MX_1.1_069.wav,it's used to separate the marbles from the water
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013027/myst_013027_2013-11-21_13-02-26_EE_1.2/myst_013027_2013-11-21_13-02-26_EE_1.2_010.wav,um i meant electricity or something like they're connected together so it can happen
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990068/myst_990068_2008-19-05_00-00-00_MS_4.2/myst_990068_2008-19-05_00-00-00_MS_4.2_056.wav,yeah
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990032/myst_990032_2008-21-04_00-00-00_MS_1.1/myst_990032_2008-21-04_00-00-00_MS_1.1_016.wav,yes no
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002260/myst_002260_2015-03-13_08-20-35_LS_1.3/myst_002260_2015-03-13_08-20-35_LS_1.3_031.wav,decomposers break it down the dead organism
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996724/myst_996724_2011-20-01_00-00-00_MS_2.3/myst_996724_2011-20-01_00-00-00_MS_2.3_006.wav,a soaked sponge um i don't know
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007100/myst_007100_2014-03-17_10-53-02_EE_1.2/myst_007100_2014-03-17_10-53-02_EE_1.2_001.wav,good
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990029/myst_990029_2008-21-04_00-00-00_MS_1.1/myst_990029_2008-21-04_00-00-00_MS_1.1_092.wav,no not really
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013020/myst_013020_2014-05-28_10-46-24_LS_3.3/myst_013020_2014-05-28_10-46-24_LS_3.3_026.wav,what is going on in the highlighted areas is sort of like what they are and what they're
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997272/myst_997272_2008-08-12_00-00-00_ME_2.1/myst_997272_2008-08-12_00-00-00_ME_2.1_056.wav,yes
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004034/myst_004034_2013-11-19_09-47-45_EE_1.2/myst_004034_2013-11-19_09-47-45_EE_1.2_023.wav,it wouldn't really work because the full because the sun wouldn't be hitting it and it wouldn't really work just cause that's the energy and the sun is d energy and d wouldn't have the
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004031/myst_004031_2013-11-18_09-33-09_EE_1.1/myst_004031_2013-11-18_09-33-09_EE_1.1_006.wav,if the d cell weren't there the the bulb would not light up because there's no energy
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013034/myst_013034_2013-11-15_10-05-20_EE_1.2/myst_013034_2013-11-15_10-05-20_EE_1.2_026.wav,i don't know
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005022/myst_005022_2014-02-03_10-13-47_MX_1.3/myst_005022_2014-02-03_10-13-47_MX_1.3_001.wav,good how are you
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995510/myst_995510_2010-10-03_00-00-00_ME_4.1/myst_995510_2010-10-03_00-00-00_ME_4.1_022.wav,add another battery onto it
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004026/myst_004026_2013-12-03_10-19-27_EE_1.4/myst_004026_2013-12-03_10-19-27_EE_1.4_019.wav,a light
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007242/myst_007242_2014-10-30_11-00-07_MX_4.1/myst_007242_2014-10-30_11-00-07_MX_4.1_013.wav,a product
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990076/myst_990076_2008-12-05_00-00-00_MS_3.3/myst_990076_2008-12-05_00-00-00_MS_3.3_026.wav,i forget the other person's name but the um she was the one that had the little cup with the um with the big small one
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007231/myst_007231_2014-09-24_08-12-39_MX_1.1/myst_007231_2014-09-24_08-12-39_MX_1.1_027.wav,on the coffee filters because sand cant go through it so it's tracked
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995005/myst_995005_2008-06-02_00-00-00_ME_2.2/myst_995005_2008-06-02_00-00-00_ME_2.2_050.wav,it'll work
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005024/myst_005024_2014-01-30_10-10-43_MX_1.2/myst_005024_2014-01-30_10-10-43_MX_1.2_031.wav,it means that the sand has not it has separated from the mixture and become a solution
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996712/myst_996712_2011-21-01_00-00-00_MS_3.1/myst_996712_2011-21-01_00-00-00_MS_3.1_002.wav,i don't really remember as usual
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996436/myst_996436_2009-04-09_00-00-00_VB_1.2/myst_996436_2009-04-09_00-00-00_VB_1.2_002.wav,a few days ago we flew paper airplanes
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014026/myst_014026_2014-02-07_12-28-42_MX_4.1/myst_014026_2014-02-07_12-28-42_MX_4.1_046.wav,there is a chemical reaction cause it turned purple good bye marni
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012225/myst_012225_2015-01-26_09-18-22_SMP_2.1/myst_012225_2015-01-26_09-18-22_SMP_2.1_006.wav,the constellations go away
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007256/myst_007256_2014-09-29_14-04-01_MX_1.2/myst_007256_2014-09-29_14-04-01_MX_1.2_016.wav,that the water <unk> gets added of weight <unk> so then it weight more because you're adding more things into the water
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996712/myst_996712_2011-21-01_00-00-00_MS_3.1/myst_996712_2011-21-01_00-00-00_MS_3.1_017.wav,it means that like they're small i think and they're like it's a good um tool that you should use
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004033/myst_004033_2014-01-08_09-02-17_EE_2.3/myst_004033_2014-01-08_09-02-17_EE_2.3_028.wav,it's both the circuit with lighting the bulbs with this is a parallel circuit
